Gene,UniProt ID,Protein name,Protein ChEMBL ID,Drug ChEMBL ID,Drug name,Drug Mechanism ChEMBL,Activity type ChEMBL,Activity value ChEMBL,pChEMBL value,Max phase ChEMBL,Action type ChEMBL,Mechanism of Action ChEMBL
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3984282,,Нет,IC50,= 0.51 nM,9.29,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3889893,,Нет,IC50,= 1.332 nM,8.88,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3977439,,Нет,IC50,= 2.996 nM,8.52,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3940522,,Нет,IC50,= 3.146 nM,8.50,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3969121,,Нет,IC50,= 0.837 nM,9.08,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3967893,,Нет,IC50,= 0.33 nM,9.48,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3982235,,Нет,IC50,= 1.481 nM,8.83,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3953527,,Нет,IC50,= 1.82 nM,8.74,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3970191,,Нет,IC50,= 2.168 nM,8.66,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3937081,,Нет,IC50,= 2.007 nM,8.70,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3938806,,Нет,IC50,= 2.224 nM,8.65,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3968350,,Нет,IC50,= 1.521 nM,8.82,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3951027,,Нет,IC50,= 3.05 nM,8.52,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3976881,,Нет,IC50,= 0.456 nM,9.34,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3924379,,Нет,IC50,= 1.851 nM,8.73,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3952075,,Нет,IC50,= 1.967 nM,8.71,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3929795,,Нет,IC50,= 3.433 nM,8.46,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3960775,,Нет,IC50,= 0.652 nM,9.19,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3946466,,Нет,IC50,= 2.416 nM,8.62,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3975759,,Нет,IC50,= 1.356 nM,8.87,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3932011,,Нет,IC50,= 1.197 nM,8.92,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3958636,,Нет,IC50,= 2.177 nM,8.66,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3972141,,Нет,IC50,= 0.86 nM,9.07,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3946003,,Нет,IC50,= 0.585 nM,9.23,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3947016,,Нет,IC50,= 1.306 nM,8.88,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3969555,,Нет,IC50,= 0.83 nM,9.08,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3955743,,Нет,IC50,= 0.737 nM,9.13,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3896660,,Нет,IC50,= 1.695 nM,8.77,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3928030,,Нет,IC50,= 0.455 nM,9.34,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3900045,,Нет,IC50,= 1.853 nM,8.73,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3977938,,Нет,IC50,= 3.454 nM,8.46,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3903846,,Нет,IC50,= 1.277 nM,8.89,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3966243,,Нет,IC50,= 0.773 nM,9.11,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3894913,,Нет,IC50,= 1.429 nM,8.85,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3963090,,Нет,IC50,= 0.816 nM,9.09,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3987177,,Нет,IC50,= 0.601 nM,9.22,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3959581,,Нет,IC50,= 0.422 nM,9.38,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3982146,,Нет,IC50,= 1.648 nM,8.78,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3943351,,Нет,IC50,= 2.875 nM,8.54,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3971265,,Нет,IC50,= 5.678 nM,8.25,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3966257,,Нет,IC50,= 2.118 nM,8.67,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3894928,,Нет,IC50,= 2.454 nM,8.61,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL4110542,,Нет,IC50,= 1.43 nM,8.85,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3903859,,Нет,IC50,= 1.495 nM,8.82,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3959652,,Нет,IC50,= 1.131 nM,8.95,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3978883,,Нет,IC50,= 3.162 nM,8.50,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3955103,,Нет,IC50,= 0.884 nM,9.05,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL4112482,,Нет,IC50,= 2.499 nM,8.60,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3973655,,Нет,IC50,= 3.14 nM,8.50,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3906652,,Нет,IC50,= 1.001 nM,9.00,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3903274,,Нет,IC50,= 0.994 nM,9.00,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3925869,,Нет,IC50,= 8.715 nM,8.06,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3897780,,Нет,IC50,= 2.655 nM,8.58,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3921105,,Нет,IC50,= 6.966 nM,8.16,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3896594,,Нет,IC50,= 2.273 nM,8.64,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3912148,,Нет,IC50,= 1.08 nM,8.97,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3982101,,Нет,IC50,= 2.553 nM,8.59,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3960436,,Нет,IC50,= 1.142 nM,8.94,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3912517,,Нет,IC50,= 3.002 nM,8.52,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3907015,,Нет,IC50,= 0.64 nM,9.19,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3934972,,Нет,IC50,= 2.054 nM,8.69,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3949277,,Нет,IC50,= 1.499 nM,8.82,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3951474,,Нет,IC50,= 0.385 nM,9.41,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3972341,,Нет,IC50,= 3.222 nM,8.49,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3942721,,Нет,IC50,= 0.632 nM,9.20,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3980394,,Нет,IC50,= 1.49 nM,8.83,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3971254,,Нет,IC50,= 2.533 nM,8.60,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL4111455,,Нет,IC50,= 2.927 nM,8.53,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL4111858,,Нет,IC50,= 8.43 nM,8.07,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3919205,,Нет,IC50,= 0.802 nM,9.10,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3903630,,Нет,IC50,= 5.788 nM,8.24,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3928581,,Нет,IC50,= 1.241 nM,8.91,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3964522,,Нет,IC50,= 9.087 nM,8.04,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3960515,,Нет,IC50,= 1.17 nM,8.93,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3983865,,Нет,IC50,= 4.089 nM,8.39,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3951813,,Нет,IC50,= 2.183 nM,8.66,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3940053,,Нет,IC50,= 1.708 nM,8.77,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3964430,,Нет,IC50,= 1.688 nM,8.77,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3928316,,Нет,IC50,= 6.113 nM,8.21,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3891340,,Нет,IC50,= 5.035 nM,8.30,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3919411,,Нет,IC50,= 2.185 nM,8.66,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3913923,,Нет,IC50,= 2.384 nM,8.62,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3905047,,Нет,IC50,= 1.137 nM,8.94,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3933060,,Нет,IC50,= 1.626 nM,8.79,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3936445,,Нет,IC50,= 2.035 nM,8.69,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3889721,,Нет,IC50,= 1.003 nM,9.00,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3971301,,Нет,IC50,= 1.214 nM,8.92,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3960378,,Нет,IC50,= 4.451 nM,8.35,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3922193,,Нет,IC50,= 3.877 nM,8.41,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3956383,,Нет,IC50,= 1.07 nM,8.97,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3978705,,Нет,IC50,= 1.667 nM,8.78,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3904596,,Нет,IC50,= 3.782 nM,8.42,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3917231,,Нет,IC50,= 5.77 nM,8.24,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3962812,,Нет,IC50,= 0.483 nM,9.32,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3893855,,Нет,IC50,= 2.708 nM,8.57,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3902816,,Нет,IC50,= 3.64 nM,8.44,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3913790,,Нет,IC50,= 3.957 nM,8.40,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3941778,,Нет,IC50,= 4.173 nM,8.38,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3920039,,Нет,IC50,= 3.792 nM,8.42,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3986273,,Нет,IC50,= 3.112 nM,8.51,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3911091,,Нет,IC50,= 2.454 nM,8.61,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3981117,,Нет,IC50,= 2.5 nM,8.60,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3931694,,Нет,IC50,= 2.23 nM,8.65,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3925508,,Нет,IC50,= 9.98 nM,8.00,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3984244,,Нет,IC50,= 3.786 nM,8.42,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3924392,,Нет,IC50,= 1.918 nM,8.72,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3966766,,Нет,IC50,= 0.756 nM,9.12,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL4112070,,Нет,IC50,= 1.889 nM,8.72,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3935549,,Нет,IC50,= 2.181 nM,8.66,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3945747,,Нет,IC50,= 3.933 nM,8.40,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3900202,,Нет,IC50,= 3.295 nM,8.48,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL4111816,,Нет,IC50,= 1.023 nM,8.99,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3944515,,Нет,IC50,= 7.186 nM,8.14,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3890463,,Нет,IC50,= 3.831 nM,8.42,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3910380,,Нет,IC50,= 2.484 nM,8.61,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3955962,,Нет,IC50,= 8.383 nM,8.08,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3917649,,Нет,IC50,= 2.618 nM,8.58,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3942103,,Нет,IC50,= 9.738 nM,8.01,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3890682,,Нет,IC50,= 2.648 nM,8.58,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3918750,,Нет,IC50,= 1.835 nM,8.74,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3929643,,Нет,IC50,= 7.69 nM,8.11,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3927672,,Нет,IC50,= 1.575 nM,8.80,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3938679,,Нет,IC50,= 3.127 nM,8.51,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3968234,,Нет,IC50,= 6.933 nM,8.16,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3940726,,Нет,IC50,= 3.139 nM,8.50,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3930929,,Нет,IC50,= 0.775 nM,9.11,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3946071,,Нет,IC50,= 1.278 nM,8.89,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3894542,,Нет,IC50,= 1.254 nM,8.90,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3916539,,Нет,IC50,= 2.908 nM,8.54,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3969209,,Нет,IC50,= 10.05 nM,8.00,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3904667,,Нет,IC50,= 1.542 nM,8.81,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3975494,,Нет,IC50,= 2.474 nM,8.61,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3914464,,Нет,IC50,= 0.706 nM,9.15,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3945935,,Нет,IC50,= 0.862 nM,9.06,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3909119,,Нет,IC50,= 0.905 nM,9.04,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3937040,,Нет,IC50,= 2.664 nM,8.57,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3959933,,Нет,IC50,= 2.202 nM,8.66,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3923479,,Нет,IC50,= 1.819 nM,8.74,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3951205,,Нет,IC50,= 2.242 nM,8.65,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3947882,,Нет,IC50,= 4.735 nM,8.32,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3942212,,Нет,IC50,= 9.525 nM,8.02,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3926287,,Нет,IC50,= 2.191 nM,8.66,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3948871,,Нет,IC50,= 6.733 nM,8.17,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3936964,,Нет,IC50,= 1.538 nM,8.81,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3927963,,Нет,IC50,= 0.941 nM,9.03,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3905257,,Нет,IC50,= 0.389 nM,9.41,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3933272,,Нет,IC50,= 0.152 nM,9.82,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL4108504,,Нет,IC50,= 1.286 nM,8.89,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3971983,,Нет,IC50,= 9.218 nM,8.04,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3947696,,Нет,IC50,= 1.399 nM,8.85,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3976967,,Нет,IC50,= 5.048 nM,8.30,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3924576,,Нет,IC50,= 1.067 nM,8.97,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL4115500,,Нет,IC50,= 6.261 nM,8.20,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3891700,,Нет,IC50,= 4.83 nM,8.32,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3960706,,Нет,IC50,= 7.267 nM,8.14,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3946717,,Нет,IC50,= 2.834 nM,8.55,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3955401,,Нет,IC50,= 3.1 nM,8.51,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3901590,,Нет,IC50,= 7.2 nM,8.14,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL4111470,,Нет,IC50,= 6.7 nM,8.17,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3970248,,Нет,IC50,= 2.4 nM,8.62,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL4112452,,Нет,IC50,= 3.4 nM,8.47,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3982542,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3898602,,Нет,IC50,= 3.7 nM,8.43,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3935563,,Нет,IC50,= 5.9 nM,8.23,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3916469,,Нет,IC50,= 7.2 nM,8.14,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3975784,,Нет,IC50,= 5.4 nM,8.27,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3896243,,Нет,IC50,= 1.2 nM,8.92,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3892591,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3954132,,Нет,IC50,= 2.5 nM,8.60,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3946213,,Нет,IC50,= 3.2 nM,8.49,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3970406,,Нет,IC50,= 0.72 nM,9.14,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3941872,,Нет,IC50,= 3.7 nM,8.43,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3945405,,Нет,IC50,= 3.3 nM,8.48,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3932596,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3893769,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3973582,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3980523,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3969597,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3936474,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
BRAF,P15056,Serine/threonine-protein kinase B-raf,CHEMBL5145,CHEMBL3949533,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
